Korean,Spanish
회복,recuperación
이것들,estas
추가,Agregar
반복한다,Repetir
밤마다,Cada noche
바깥,fuera de
기능을,Función
순수한,puro
미래가,Futuro
수연아,Suyeon -AH
일하지,No funciona
후엔,Luego
차이가,La diferencia
나두,Yo también
자전거,bicicleta
아빠야,Papá
stick,Palo
숨기고,Ocultar
놓친,Omitido
분들이,Gente
응답하라,Responder
너희들의,Su
watching,Mirando
strong,Fuerte
gate,portón
샐리,Salida
짠,trenzado
그애가,Salga
지나서,a lo largo de
왕자님,Príncipe
엘사,ELSA
못했습니다,No pude
크리스틴,Christine
그런데요,De paso
알아봐,Descubrir
죄송,perdón
귀를,Oído
없으세요,No
보내지,Mándalo
얘기하면,Si hablas
ai,AI
술집에서,En el bar
차우,Perro chino
죽이면,Si matas
좋지만,Bueno
스타,estrella
정의를,Justicia
loved,amado
미안하게,Lo siento
성공할,Exitoso
혹시라도,En caso
무기가,Arma
줄거야,Te daré
마약을,Droga
거짓말은,Mentir
동안에,Durante
생명이,Vida
일들은,Trabajar
yep,sí
환영해,Bienvenidos
재밌게,Gracioso
스티븐스는,Stevens
따르는,acompañamiento
거냐고,Lo es
재밌어,divertida
어머니도,Madre también
뭘까,Qué es
낮은,bajo
하거나,hacer o
아가씨는,La dama
나쁘게,gravemente
간단하게,Simplemente
버리지,Tirar a la basura
given,DADO
바라고,Esperando
싶어서요,Yo quiero
화학,química
ce,ceñudo
죽여버릴,Matar
cover,cubrir
귀에,En la oreja
방해해서,Por
능력,capacidad
aye,Sí
아녀,No
날이야,Es un día
열려,Abierto
명심해,Tenga en cuenta
머리도,Cabeza
아씨,señora
놔두고,Izquierda
지옥,infierno
환자들,Pacientes
베스,Beth
돈만,Dinero
주시면,Si das
이들을,Estas
words,Palabras
여기저기,Aquí y allá
멋져요,Frío
내에,En
부끄러운,embarazoso
아파서,estaba enfermo
아네,"Ah, sí"
뭣이,
단어를,Palabras
지나치게,excesivamente
괜찮겠어,está bien
이죠,Sí
그러게요,"Yo se, verdad"
길고,Largo
친구들과,Con amigos
할께,lo haré
전문,especialidad
파일,expediente
minutes,minutos
결정은,La decisión
좋을거야,Sería bueno
패트릭,Patricio
peace,Paz
왜들,Por qué
원할,Quiero
서로의,Cada
선수가,Jugador
tree,árbol
잡은,Capturado
과거의,El pasado
시작하죠,comienzo
왔잖아,Estás aquí
신께,Dios
하늘에서,En el cielo
무거운,pesado
용기가,Coraje
역사를,Historia
옆집,al lado
형씨,Hermano
체육,Atlético
아버지한테,Para mi padre
편지가,Carta
사모님,Esposa
애들아,"Hola, chicos"
gift,REGALO
빠졌어,Me perdí
시험을,Prueba
목적은,El propósito es
비상,emergencia
버텨,Tenencia
셈,contar
그곳에서,Ahí
되는데요,Está
않겠지만,no lo haré
생각하니,Tu crees
않길,No
상태입니다,Es un estado
거구요,Ese es
닥쳐요,Callarse la boca
칭,Hormigueo
grow,Crecer
알아낸,Fundar
새끼들아,Bebés
alors,alors
클램프,abrazadera
깨끗한,Limpio
상태,situación
없어서요,Porque no hay
과정을,Proceso
나타날,Apariencia
법은,La Ley
진정하고,Tranquilamente
그렇네요,Sí
보는데,ya veo
apart,aparte
그만둬요,Deténgase
썅,Perra
경우에,Si el
아니니까요,Porque no
살뤼스트,Salus
hate,Odio
얘기나,Hablándome
모른,Desconocido
도와드릴,Ayuda
거구나,Eso es todo
선장님,Capitán
자식들이,Niños
이렇게까지,Hasta aquí
화상,quemar
오늘의,De hoy
기다려라,Espere
때나,Cuando
커서,Cursor
떨어졌어요,Me caí
become,CONVERTIRSE EN
양반이,Yangban
원숭이,mono
효과,efecto
말씀은,La palabra
예전의,Antiguo
봉합,Sutura
아프지,Herir
속도로,A velocidad
홈즈씨,Holmes
에요,Sí
순순히,Bien
행운의,Afortunado
죽어야,Debe morir
닫아,Cerrado
은행에,En el banco
땅에서,En el piso
실례하겠습니다,Perdóneme
사라질,Desaparición
웃겨,gracioso
니나,Nina
원한다고,Quiero
사람이요,Gente
들어갔어요,Entré
싫어서,lo odio
올리버,Oliver
머,qué
착하게,Bueno
monsters,Monstruos
보내서,De enviar
그랬다고,Eso fue
대비해서,En la preparación de
집까지,Hogar
잘할,Bien
배는,Estómago
gotta,Tengo que
조심해서,Con cuidado
말하는데,yo digo
그래야만,Sólo entonces
않을꺼야,no lo haré
지원,apoyo
구멍,agujero
힘으로,Por la fuerza
쳐다보지,Mirar
공장,fábrica
엘나,Elna
짜증나,irritante
얘기해요,Hablar
불법,ilegal
인형,muñeca
척추,columna vertebral
블랙홀은,Agujero negro
헤리,Heri
남았습니다,Me fui
아무말도,Nada
정부가,Gobierno
삼룡아,Samryonga
그니깐,Asi que
노,paleta
축하,felicitaciones
거지만,Aunque el mendigo
상관이야,Es jefe
맞네,Así es
다양한,varios
공기,aire
바늘,aguja
암튼,De todos modos
어우,Vaya
하퍼,Cascarrabias
아버님이,Padre
동일한,mismo
말해줄게,te diré
sire,PADRE
좋은데요,Bueno
지내요,me quedaré
그러네,Sí
부상을,Lesión
horse,caballo
시작하고,comienzo
bien,bien
화,furia
믿는다,Creer
having,tener
저놈,Ese tipo
싶었던,quise
원인을,Causa
책에,En el libro
인,señal
나루토,Naruto
도시에,En la ciudad
쓸모가,Útil
걱정하지마,no te preocupes
길이야,Es el camino
고향,ciudad natal
필요한데,lo necesito
싶니,Yo quiero
현지어로,Local
다행이네,Me alegro
이름의,Nombre
일들,Trabajar
당신들을,Ustedes
형님이,Hermano
섬에,En la isla
로켓,cohete
바빠요,ocupado
하셔야,Debe ser
오늘밤은,Esta noche
도움은,Ayuda
설명을,Explicación
맡기고,Dejalo
태어날,Nacimiento
신부,sacerdote
허가,permiso
용기를,Coraje
아니군요,No
한때,una vez
없구요,No
뚱뚱한,grasa
사라졌어요,Se fue
정작,Realmente
스테판,Stephen
알고있어,lo sé
했으니까,Porque
받았지,Yo lo recibí
조그만,Pequeña
나에겐,A mi
발생,Ocurrir
어렵지,Es difícil
되었을,Debe haber sido
공기가,Aeronave
나갔다,Salió
밤은,La noche
tout,REVENDEDOR
알았다면,Si supieras
시도는,Intentar
이겼어,gané
요리,Cocinando
뉴욕에서,En Nueva York
되었지,Fue
고만,Hombre alto
그랬는지,¿Fue así?
reek,HEDOR
전부를,Todos
이것들이,Estos estos
몸도,Grado de cuerpo
머리카락,pelo
wedding,boda
않는게,No
가던,Vamos
제정신이,Cuerdo
쪽에서,En el lado
외계인,extraterrestre
낫게,Acosar
보셨나요,Lo has visto
absolutely,Absolutamente
하더라도,incluso si
걸지도,Mapa
모습은,La apariencia
되돌릴,Revertir
받아서,Aceptar
친구지,Amigo
우리처럼,Como nosotros
당신에겐,Para ti
taken,TOMADO
차트를,Cuadro
물어보세요,pedir
있는거죠,Hay
영희야,Joven
은하의,Galaxia
잡는,agarrado
곧장,de inmediato
이런걸,Algo como esto
paper,papel
자기한테,A ti mismo
털,pelo
퀼,Pluma
일이니,¿Es trabajo?
얭,얭
온게,Venir
o,O
wow,guau
젊은이,gente joven
쐈어,Disparar
나네,Yo: si
과거에,En el pasado
내에서,Dentro de
그러려고,Ser - estar
왜지,Por qué
니는,tú
살을,Carne
남자로,Como un hombre
달을,La luna
알면서,Conocimiento
친구로,Como amigo
고래,ballena
직장을,Lugar de trabajo
요점은,El punto
blue,Azul
만났는데,yo conoci
순식간에,De repente
확신해,Estoy convencido
소,vaca
탁,ampliamente
한다구,Harina
끔찍해,Horrible
감정은,Emociones
백화점,grandes almacenes
있는거에요,Hay
약속은,La promesa es
그러네요,Sí
자면,Dormir
전화번호,Número de teléfono
옆,lado
size,Talla
트럭을,Camión
통화,llamar
수술실이,El quirófano
동만아,Maná
목적이,Objetivo
베고,Corte
어딨나,Dónde está
mistake,Error
학생,alumno
내일이,Mañana
작전을,Operación
못했지만,No pude
좋겠군요,Espero
부분,parte
turned,Transformado
스틸,robar
straight,Directo
갔나,Fuiste
ten,diez
거겠죠,Debe ser
사실이에요,Es verdad
어여,Sí
도와달라고,Ayudar
알았으면,Si usted sabe
떠나요,Abandonar
숫자,número
nervous,nervioso
손도,Vía
이끌고,Dirigió
일부,parte
놓으세요,Lugar
기운이,Energía
여러분을,Tú
싫고,lo odio
일의,Trabajar
용서할,Perdón
들어갔어,Entré
받아들이지,Aceptar
가도록,Para llevar
상자,Caja
소리예요,Es sonido
주여,Caballero
같지는,Igual
아파트에,En el apartamento
테사,Tessa
극적인,dramático
두들겨,Derrotar
없니,¿No hay
테디가,Osito de peluche
막스,Máximo
상대로,Contra
잡아서,Tomar
변했어,Ha cambiado
하찮은,trivial
수백,Cientos de
맨디,Mandi
지하,Bajo tierra
위성,satélite
신경도,Nervio
전형적인,Típico
마일,milla
나무들이,Árboles
좋더라,Bueno
시골,campo
running,Correr
음성,voz
일이예요,Es trabajo
위치,ubicación
오십시오,Por favor venga
했었는데,Lo hice
받기,Recibo
흑인,negro
보여주지,Espectáculo
보네요,Nos vemos
얻게,Obtener
재키,Jackie
같으니라고,Es lo mismo
부모님께,A mis padres
sh,Mierda
풀고,Desempacar
경기를,Juego
금발,pelo rubio
받았는데,Yo lo recibí
보여주는,Demostración
마리아,María
말하지마,No digas
수영을,Natación
fbi,FBI
토니,Tony
걍,
새를,El pájaro
주머니에,Con ganancia
결혼해,Casarse
진행,Progreso
너라면,Si usted es
e,mi
밤낮,noche y dia
친구랑,Con mis amigos
중이지,Es medio
걱정마세요,No te preocupes
order,ordenar
제법,bastante
케이틀린,Caitlyn
아버지께,Al padre
기도,rezar
조니가,Johnny
없는지,No
구두,Zapatos
나라가,El país
pull,jalar
에이그,AEG
기회,oportunidad
절개,incisión
버크한테,Burke
들었나,Has oído
제거,eliminar
똥을,Mierda
약속한,Prometido
테디는,Osito de peluche
않은가,No lo es
못했지,No pude
쳐다보는,Curioso
상대를,Adversario
선생님께서,Maestro
친구와,Con amigo
있던데,Era
우리들,nosotros
outside,fuera de
싸움은,La pelea
분명해,Obviamente
구경,calibre
괴물을,Monstruo
명이나,Nombre
바보같이,Tonto
원해서,Quiero
그앤,Que Anne
뿐인데,Solamente
쓸모,Usar
바라요,Espero
사랑하게,Amar
저쪽,allá
낳고,Dar a luz
교수,profesor
오셔서,Venir
덤벼,Huye
잘됐어,Bien hecho
막혀,Atascado
작년,el año pasado
원하던,quise
laughing,alabado
strange,Extraño
return,devolver
버크의,Burlarse
예쁘네요,Eres hermosa
올리비아,Olivia
소녀가,La mujer
모습,figura
올라가서,Subida
listening,Escuchando
년간,Año
좋아했어요,me gustó
핸드폰,Teléfono de mano
보고싶어,te extraño.
이것만,Solo esto
왜이래,Vamos
진짜가,Canción real
안내해,Guía
사이를,Entre
다룰,Acuerdo
거네요,Es lo correcto
으로,por
발작이,Embargo
brothers,Hermanos
짜리,valor
된단,Decisión
여는,Abierto
스티븐스가,Stevens
풀,césped
피자,pizza
가시는,Espinoso
할머니를,Abuela
나타나지,Aparece
강제로,Fuerza
가네,Ganga
끝을,El fin
독립,Independiente
문으로,Por puerta
직전에,Inmediatamente
괜찮나요,estás bien
당할,Tolerancia
terrible,Horrible
가버려,vete
디제이,DJ
두려운,atemorizado
실패,falla
발작,embargo
증명할,Probar
성공,éxito
여자에,A una mujer
monseigneur,MONSEÑOR
피부,piel
도둑,ladrón
무기는,Arma
조각,pieza
싶고,Yo quiero
부상,lesión
걸려서,Capturado
프로그램,programa
하나밖에,Uno afuera
밀고,Empujar
고양이가,Gato
결국은,Al final
못했죠,No pude
명예를,Honor
동무는,Camaradas
무대,escenario
별을,Estrella
놀,desempeñar
일어났는지,Despierta
녹색,verde
수술실을,El quirófano
밖의,afuera
씻고,Lavado
바가,Baga
김에,Vapor
안가,Náuseas
어딨죠,Dónde estás
중간,medio
리드,Plomo
무엇인가,Alguna cosa
팔고,Vender
가능해,Es posible
한을,Una
정맥,vena
로드,la carretera
두렵지,Me temo que
쓸모없는,inútil
건들지,Tocar
무섭지,Aterrador
것뿐이에요,Es solo
구한,Salvado
시계가,Reloj
저보다,Que yo
어어,Oh
어깨,hombro
맡게,En cargo
working,Laboral
여동생,hermana menor
나같은,Mío
대하여,sobre
있더라도,Incluso
cyberman,cyberman
유감이야,Lo siento
business,Negocio
말구요,No
죽었지,Muerto
권력을,Energía
양을,Cantidad
지독한,vicioso
힘들어요,Es dificil
damn,maldita sea
내말,Mis palabras
서로가,Ir el uno al otro
행동,comportamiento
부부가,Pareja
밤새도록,Durante la noche
연극,teatro
데려올,Trajo
그랬더니,Después
대화가,Diálogo
애런,Aaron
한국,Corea
않겠다,no lo haré
그럴리가,De ninguna manera
음식은,Alimento
생각하는데,pienso
상사,superior
locked,Encerrado
어쩐지,No es de extrañar
ride,conducir
그쪽은,Que
부인과,Discreto
싶지도,Yo quiero
싶다는,Querer
되거든요,Porque es
다행히,Afortunadamente
악마가,El diablo
맞나,Tengo razón
없었다면,Sin ello
인류가,Humanidad
모리스,Morris
고개를,Cabeza
개나,Perro
일이고,Trabajar
잘됐다,eso es genial
이기면,Si tu ganas
control,Control
아래에,Por debajo
나아요,Mar
되진,Diligente
직장,rectal
잊었어,Me olvidé
간신히,apenas
권리를,Derechos
하겠네,voy a
멋대로,A voluntad
보이는데요,Puedo verlo
앞을,Adelante
차가운,frío
커피를,Café
나한테도,Para mi también
이랴,IRA
믿습니다,Yo creo
되겠군,Estarán
때리지,Golpe
노틀담,Notre Dame
가정을,Suposición
소개합니다,Estoy presentando
조금도,incluso poco
거기엔,Ahí
학교가,Escuela
않을겁니다,no lo haré
보내줘,Envíame
그랬을,Que debe haber sido
수백만,millones
months,Meses
fast,rápido
숲에,En el bosque
도와줄까,Te ayudo
뒤엔,Detrás
주머니,bolsillo
luck,suerte
친구인,Amigo
빠져나갈,Estar fuera
아름다워요,Es hermoso
해주십시오,Por favor
자의,Autosuficiencia
그래야죠,Sí
저번,Ultima vez
남겨,Abandonar
교열,Escuela
돌볼,Carnívoro
딜런,Dylan
향하고,Frente a
이용,Usar
있냐고,¿Esta ahí?
아침이에요,Es de mañana
성적,sexual
snarling,gruñido
이래도,Asi que
고장,roto
거리,distancia
직원,empleado
blow,explotar
요원님,Agente
half,MITAD
blaze,resplandor
보고서를,Reporte
넣은,Insertado
블랙홀,agujero negro
뛸,Correr
형제가,Hermanos
보석,joya
cold,Frío
닥터가,Médico
거꾸로,Hacia atrás
아빠에게,A mi papá
저보고,Ese informe
kingdom,Reino
할텐데,Lo haría
온갖,Todo tipo de
말인데요,quiero decir
낸,pagado
당신만,Sólo tu
먹기,comiendo
하느라,Que hacer
회사를,Compañía
테리,Terry
무서워서,estoy asustado
엉,OK
용서하세요,Perdonar
careful,Cuidadoso
그룹,grupo
위치로,Como
넬,Nell
엘리베이터,ascensor
얘기했어,hablé
괜찮을까요,Estaría bien
얘를,Éste
불가능해요,Es imposible
본부,sede
눈물,lágrima
tv에서,En TV
틀림없어,Deber
보여주고,Espectáculo
다오,Dao
들어왔어요,entré
인정해,Reconocer
longer,MÁS EXTENSO
강하고,Fuerte
싼,barato
오는데,ya voy
알았을,yo sabía
많죠,Mucho
가르시아,García
메러디스랑,Melodías
호출했어,llamé
되겠나,Lo será
진심이에요,Sinceramente
만들었다,hecha
결혼식을,Boda
자기도,Uno mismo
어디에서,Dónde
날씨,clima
끌어,Jalar
미쳤어요,Estoy loco
우리에,Para nosotros
당신은요,Tú
오말리는,Omali
후회하게,Lamentar
기대,Expectativa
인턴들,Pasantes
그림자가,Sombra
step,paso
옷도,Ropa
처음이야,Es la primera vez
아저씨도,Tío
내기,apuesta
보도록,Para ver
그놈은,Ese tipo
사흘,tres días
해보자고,Vamos a intentarlo
